Date,{"SpaceDryBulbTemperature":"Kids Bedroom"},{"SpaceDryBulbTemperature":"Bathroom"},{"SpaceDryBulbTemperature":"Storage"},{"SpaceDryBulbTemperature":"Kitchen"},{"SpaceDryBulbTemperature":"Laundry"},{"SpaceDryBulbTemperature":"Livingroom"},{"SpaceDryBulbTemperature":"Main Bedroom"},{"SpaceDryBulbTemperature":"Hallway"}
09/14 - 15:15,17.805,18.089,17.689,18.932,18.297,19.281,18.285,17.999
09/14 - 15:30,17.886,18.155,17.707,18.989,18.344,19.301,18.292,18.009
09/14 - 15:45,17.964,18.228,17.731,19.037,18.393,19.319,18.298,18.019
09/14 - 16:00,18.034,18.302,17.763,19.076,18.445,19.335,18.302,18.030
09/14 - 16:15,18.091,18.369,17.802,19.106,18.498,19.341,18.306,18.041
09/14 - 16:30,18.139,18.428,17.848,19.125,18.550,19.339,18.308,18.052
09/14 - 16:45,18.178,18.476,17.898,19.132,18.598,19.318,18.308,18.065
09/14 - 17:00,18.212,18.508,17.951,19.123,18.640,19.268,18.303,18.080
09/14 - 17:15,18.230,18.519,18.002,19.102,18.675,19.184,18.291,18.096
09/14 - 17:30,18.233,18.513,18.050,19.075,18.705,19.074,18.276,18.114
09/14 - 17:45,18.216,18.491,18.090,19.046,18.728,18.952,18.258,18.135
09/14 - 18:00,18.179,18.459,18.121,19.026,18.747,18.844,18.241,18.159
09/14 - 18:15,18.125,18.417,18.144,19.011,18.762,18.753,18.227,18.182
09/14 - 18:30,18.079,18.384,18.160,19.004,18.773,18.684,18.214,18.201
09/14 - 18:45,18.047,18.362,18.170,18.999,18.780,18.631,18.202,18.216
09/14 - 19:00,18.013,18.342,18.176,18.986,18.783,18.584,18.186,18.225
09/14 - 19:15,17.983,18.323,18.179,18.962,18.783,18.529,18.165,18.230
09/14 - 19:30,17.957,18.305,18.180,18.930,18.781,18.471,18.143,18.233
09/14 - 19:45,17.931,18.285,18.181,18.891,18.777,18.412,18.119,18.233
09/14 - 20:00,17.911,18.268,18.181,18.855,18.772,18.358,18.097,18.232
09/14 - 20:15,17.896,18.256,18.181,18.827,18.767,18.317,18.081,18.231
09/14 - 20:30,17.883,18.244,18.180,18.798,18.760,18.279,18.065,18.228
09/14 - 20:45,17.869,18.231,18.180,18.767,18.752,18.243,18.050,18.225
09/14 - 21:00,17.854,18.216,18.179,18.733,18.743,18.207,18.035,18.222
09/14 - 21:15,17.839,18.200,18.177,18.698,18.733,18.171,18.020,18.219
09/14 - 21:30,17.823,18.184,18.176,18.661,18.721,18.135,18.004,18.216
09/14 - 21:45,17.808,18.167,18.175,18.623,18.709,18.098,17.988,18.213
09/14 - 22:00,17.792,18.149,18.173,18.586,18.696,18.063,17.973,18.209
09/14 - 22:15,17.777,18.132,18.171,18.548,18.683,18.028,17.957,18.206
09/14 - 22:30,17.762,18.115,18.169,18.510,18.669,17.993,17.942,18.202
09/14 - 22:45,17.747,18.098,18.167,18.471,18.655,17.959,17.926,18.199
09/14 - 23:00,17.732,18.080,18.165,18.432,18.640,17.925,17.911,18.195
09/14 - 23:15,17.716,18.062,18.163,18.393,18.625,17.890,17.894,18.191
09/14 - 23:30,17.701,18.044,18.160,18.354,18.609,17.855,17.878,18.187
09/14 - 23:45,17.685,18.026,18.157,18.316,18.593,17.821,17.862,18.183
09/15 - 0:00,17.670,18.008,18.154,18.278,18.577,17.787,17.845,18.179
09/15 - 0:15,17.654,17.990,18.151,18.242,18.561,17.753,17.829,18.174
09/15 - 0:30,17.640,17.972,18.147,18.206,18.544,17.721,17.814,18.170
09/15 - 0:45,17.625,17.954,18.143,18.170,18.527,17.689,17.798,18.166
09/15 - 1:00,17.611,17.937,18.139,18.136,18.510,17.657,17.783,18.161
09/15 - 1:15,17.597,17.920,18.136,18.102,18.494,17.627,17.768,18.157
09/15 - 1:30,17.583,17.904,18.132,18.070,18.477,17.597,17.753,18.152
09/15 - 1:45,17.570,17.888,18.128,18.037,18.460,17.568,17.739,18.148
09/15 - 2:00,17.557,17.872,18.124,18.007,18.443,17.539,17.725,18.143
09/15 - 2:15,17.545,17.858,18.119,17.977,18.427,17.511,17.712,18.139
09/15 - 2:30,17.533,17.843,18.115,17.948,18.411,17.484,17.699,18.134
09/15 - 2:45,17.522,17.828,18.111,17.919,18.396,17.457,17.686,18.130
09/15 - 3:00,17.510,17.812,18.107,17.890,18.380,17.430,17.672,18.126
09/15 - 3:15,17.499,17.796,18.102,17.861,18.362,17.403,17.659,18.121
09/15 - 3:30,17.487,17.779,18.097,17.832,18.343,17.377,17.645,18.116
09/15 - 3:45,17.474,17.763,18.092,17.804,18.324,17.352,17.632,18.112
09/15 - 4:00,17.463,17.746,18.087,17.776,18.304,17.327,17.618,18.107
09/15 - 4:15,17.451,17.730,18.082,17.748,18.285,17.302,17.605,18.103
09/15 - 4:30,17.439,17.713,18.077,17.721,18.265,17.278,17.591,18.098
09/15 - 4:45,17.426,17.697,18.072,17.694,18.245,17.253,17.578,18.093
09/15 - 5:00,17.414,17.680,18.068,17.667,18.225,17.229,17.564,18.088
09/15 - 5:15,17.402,17.663,18.063,17.641,18.206,17.205,17.551,18.082
09/15 - 5:30,17.390,17.647,18.057,17.616,18.185,17.182,17.537,18.076
09/15 - 5:45,17.378,17.630,18.052,17.591,18.165,17.159,17.524,18.071
09/15 - 6:00,17.366,17.613,18.047,17.566,18.145,17.137,17.511,18.065
09/15 - 6:15,17.354,17.594,18.042,17.540,18.125,17.113,17.498,18.058
09/15 - 6:30,17.342,17.575,18.037,17.515,18.105,17.091,17.485,18.052
09/15 - 6:45,17.331,17.556,18.031,17.490,18.085,17.071,17.472,18.046
09/15 - 7:00,17.324,17.540,18.025,17.469,18.066,17.056,17.462,18.039
09/15 - 7:15,17.323,17.531,18.020,17.474,18.048,17.073,17.465,18.033
09/15 - 7:30,17.324,17.525,18.014,17.490,18.031,17.113,17.477,18.027
09/15 - 7:45,17.328,17.521,18.009,17.511,18.015,17.170,17.497,18.022
09/15 - 8:00,17.334,17.519,18.003,17.545,18.001,17.240,17.522,18.018
09/15 - 8:15,17.340,17.519,17.998,17.591,17.988,17.310,17.548,18.017
09/15 - 8:30,17.348,17.520,17.993,17.642,17.976,17.377,17.573,18.017
09/15 - 8:45,17.356,17.523,17.989,17.692,17.967,17.441,17.598,18.018
09/15 - 9:00,17.363,17.526,17.985,17.738,17.959,17.499,17.622,18.019
09/15 - 9:15,17.369,17.528,17.982,17.846,17.953,17.565,17.650,18.019
09/15 - 9:30,17.375,17.533,17.980,17.990,17.951,17.642,17.682,18.021
09/15 - 9:45,17.381,17.539,17.978,18.196,17.952,17.736,17.719,18.022
09/15 - 10:00,17.394,17.553,17.976,18.345,17.957,17.843,17.760,18.025
09/15 - 10:15,17.414,17.575,17.975,18.342,17.965,17.945,17.800,18.028
09/15 - 10:30,17.436,17.600,17.974,18.259,17.974,18.027,17.834,18.031
09/15 - 10:45,17.459,17.627,17.973,18.166,17.984,18.090,17.864,18.034
09/15 - 11:00,17.478,17.652,17.973,18.112,17.995,18.132,17.889,18.039
09/15 - 11:15,17.492,17.675,17.974,18.105,18.007,18.165,17.911,18.044
09/15 - 11:30,17.506,17.699,17.975,18.139,18.023,18.200,17.934,18.049
09/15 - 11:45,17.522,17.726,17.976,18.198,18.040,18.239,17.957,18.056
09/15 - 12:00,17.534,17.752,17.979,18.269,18.058,18.273,17.974,18.063
09/15 - 12:15,17.542,17.774,17.981,18.330,18.075,18.292,17.981,18.072
09/15 - 12:30,17.551,17.798,17.984,18.370,18.092,18.305,17.982,18.083
09/15 - 12:45,17.562,17.825,17.987,18.395,18.109,18.318,17.980,18.097
09/15 - 13:00,17.589,17.865,17.991,18.427,18.129,18.350,17.984,18.113
09/15 - 13:15,17.631,17.916,17.997,18.466,18.152,18.407,17.999,18.131
09/15 - 13:30,17.677,17.969,18.003,18.497,18.174,18.470,18.018,18.148
09/15 - 13:45,17.725,18.023,18.010,18.528,18.194,18.531,18.039,18.162
09/15 - 14:00,17.762,18.065,18.019,18.546,18.214,18.568,18.053,18.175
09/15 - 14:15,17.789,18.095,18.027,18.551,18.235,18.576,18.055,18.186
09/15 - 14:30,17.816,18.124,18.036,18.557,18.259,18.571,18.053,18.195
09/15 - 14:45,17.846,18.154,18.046,18.566,18.284,18.559,18.049,18.203
09/15 - 15:00,17.890,18.196,18.057,18.598,18.313,18.560,18.050,18.209
09/15 - 15:15,17.939,18.239,18.069,18.637,18.344,18.569,18.060,18.215
09/15 - 15:30,17.977,18.272,18.083,18.667,18.376,18.569,18.072,18.220
09/15 - 15:45,17.999,18.293,18.098,18.687,18.406,18.557,18.083,18.224
09/15 - 16:00,17.980,18.278,18.113,18.670,18.431,18.505,18.086,18.227
09/15 - 16:15,17.967,18.270,18.127,18.650,18.453,18.459,18.077,18.230
09/15 - 16:30,17.966,18.272,18.139,18.633,18.471,18.421,18.065,18.234
09/15 - 16:45,17.974,18.282,18.150,18.618,18.487,18.388,18.050,18.237
09/15 - 17:00,17.996,18.303,18.162,18.612,18.501,18.360,18.038,18.241
09/15 - 17:15,18.015,18.319,18.174,18.607,18.513,18.330,18.031,18.245
09/15 - 17:30,18.019,18.318,18.186,18.596,18.522,18.291,18.023,18.250
09/15 - 17:45,18.007,18.304,18.198,18.579,18.529,18.246,18.015,18.255
09/15 - 18:00,17.972,18.271,18.208,18.550,18.533,18.187,18.002,18.260
09/15 - 18:15,17.937,18.239,18.215,18.523,18.534,18.133,17.988,18.265
09/15 - 18:30,17.909,18.214,18.219,18.500,18.533,18.089,17.975,18.268
09/15 - 18:45,17.888,18.193,18.221,18.479,18.530,18.053,17.962,18.269
09/15 - 19:00,17.869,18.176,18.221,18.459,18.525,18.022,17.950,18.269
09/15 - 19:15,17.855,18.162,18.220,18.440,18.519,17.996,17.938,18.266
09/15 - 19:30,17.843,18.148,18.218,18.419,18.512,17.970,17.927,18.263
09/15 - 19:45,17.832,18.135,18.216,18.397,18.504,17.946,17.915,18.259
09/15 - 20:00,17.821,18.121,18.214,18.373,18.495,17.921,17.904,18.255
09/15 - 20:15,17.810,18.107,18.211,18.348,18.485,17.895,17.892,18.251
09/15 - 20:30,17.799,18.093,18.208,18.322,18.474,17.870,17.881,18.246
09/15 - 20:45,17.787,18.078,18.206,18.294,18.463,17.845,17.869,18.241
09/15 - 21:00,17.776,18.064,18.203,18.267,18.451,17.820,17.857,18.237
09/15 - 21:15,17.765,18.049,18.200,18.239,18.439,17.795,17.846,18.232
09/15 - 21:30,17.754,18.034,18.196,18.211,18.427,17.769,17.834,18.227
09/15 - 21:45,17.742,18.019,18.193,18.183,18.414,17.745,17.823,18.223
09/15 - 22:00,17.731,18.005,18.189,18.156,18.402,17.720,17.812,18.218
09/15 - 22:15,17.721,17.991,18.186,18.129,18.389,17.696,17.801,18.213
09/15 - 22:30,17.710,17.977,18.182,18.103,18.375,17.673,17.790,18.208
09/15 - 22:45,17.700,17.964,18.179,18.077,18.362,17.649,17.780,18.204
09/15 - 23:00,17.690,17.950,18.175,18.051,18.348,17.626,17.769,18.199
09/15 - 23:15,17.679,17.935,18.170,18.025,18.334,17.602,17.758,18.195
09/15 - 23:30,17.669,17.919,18.166,17.999,18.320,17.579,17.747,18.190
09/15 - 23:45,17.658,17.904,18.161,17.973,18.305,17.556,17.737,18.186
09/16 - 0:00,17.647,17.889,18.157,17.946,18.292,17.533,17.726,18.181
09/16 - 0:15,17.636,17.873,18.153,17.920,18.279,17.511,17.715,18.176
09/16 - 0:30,17.625,17.858,18.148,17.894,18.266,17.489,17.704,18.172
09/16 - 0:45,17.614,17.842,18.144,17.868,18.253,17.466,17.693,18.167
09/16 - 1:00,17.603,17.826,18.139,17.844,18.239,17.445,17.682,18.162
09/16 - 1:15,17.593,17.812,18.135,17.820,18.225,17.424,17.672,18.157
09/16 - 1:30,17.583,17.797,18.130,17.796,18.211,17.404,17.661,18.151
09/16 - 1:45,17.572,17.782,18.126,17.773,18.197,17.385,17.651,18.146
09/16 - 2:00,17.562,17.767,18.122,17.750,18.182,17.365,17.641,18.141
09/16 - 2:15,17.552,17.752,18.117,17.727,18.167,17.345,17.630,18.135
09/16 - 2:30,17.541,17.737,18.113,17.704,18.152,17.326,17.620,18.129
09/16 - 2:45,17.531,17.722,18.108,17.682,18.137,17.307,17.609,18.123
09/16 - 3:00,17.521,17.707,18.103,17.661,18.121,17.288,17.599,18.117
09/16 - 3:15,17.511,17.692,18.099,17.641,18.106,17.270,17.589,18.111
09/16 - 3:30,17.501,17.678,18.094,17.620,18.090,17.252,17.579,18.105
09/16 - 3:45,17.491,17.663,18.089,17.600,18.075,17.234,17.569,18.099
09/16 - 4:00,17.481,17.649,18.085,17.579,18.059,17.217,17.559,18.093
09/16 - 4:15,17.471,17.635,18.080,17.559,18.044,17.200,17.549,18.086
09/16 - 4:30,17.462,17.621,18.075,17.538,18.028,17.184,17.540,18.080
09/16 - 4:45,17.452,17.607,18.071,17.518,18.013,17.168,17.530,18.074
09/16 - 5:00,17.448,17.598,18.066,17.505,17.998,17.159,17.524,18.068
09/16 - 5:15,17.452,17.596,18.061,17.501,17.985,17.163,17.524,18.061
09/16 - 5:30,17.456,17.595,18.057,17.499,17.972,17.172,17.526,18.055
09/16 - 5:45,17.462,17.594,18.052,17.497,17.960,17.184,17.528,18.049
09/16 - 6:00,17.463,17.589,18.048,17.489,17.946,17.190,17.528,18.043
09/16 - 6:15,17.457,17.578,18.043,17.472,17.931,17.185,17.523,18.036
09/16 - 6:30,17.450,17.566,18.039,17.454,17.917,17.176,17.516,18.030
09/16 - 6:45,17.444,17.553,18.034,17.437,17.902,17.166,17.509,18.024
09/16 - 7:00,17.437,17.541,18.030,17.419,17.888,17.156,17.502,18.019
09/16 - 7:15,17.431,17.530,18.025,17.405,17.874,17.148,17.496,18.013
09/16 - 7:30,17.427,17.521,18.021,17.393,17.860,17.145,17.491,18.007
09/16 - 7:45,17.423,17.513,18.016,17.383,17.847,17.144,17.487,18.002
09/16 - 8:00,17.427,17.511,18.011,17.383,17.836,17.153,17.488,17.996
09/16 - 8:15,17.441,17.520,18.007,17.460,17.827,17.226,17.515,17.992
09/16 - 8:30,17.460,17.533,18.003,17.553,17.821,17.333,17.558,17.989
09/16 - 8:45,17.482,17.550,18.000,17.686,17.817,17.460,17.611,17.987
09/16 - 9:00,17.482,17.546,17.997,17.850,17.810,17.573,17.656,17.988
09/16 - 9:15,17.448,17.512,17.993,17.929,17.799,17.621,17.671,17.990
09/16 - 9:30,17.401,17.471,17.990,17.933,17.788,17.621,17.664,17.993
09/16 - 9:45,17.346,17.425,17.987,17.899,17.779,17.589,17.642,17.996
09/16 - 10:00,17.312,17.403,17.984,17.843,17.778,17.566,17.624,18.000
09/16 - 10:15,17.307,17.406,17.983,17.783,17.784,17.575,17.626,18.003
09/16 - 10:30,17.308,17.415,17.981,17.711,17.790,17.585,17.632,18.006
09/16 - 10:45,17.311,17.425,17.980,17.650,17.796,17.589,17.639,18.009
09/16 - 11:00,17.310,17.432,17.979,17.560,17.799,17.563,17.636,18.011
09/16 - 11:15,17.299,17.431,17.977,17.546,17.803,17.544,17.633,18.013
09/16 - 11:30,17.289,17.430,17.976,17.557,17.809,17.539,17.631,18.016
09/16 - 11:45,17.280,17.431,17.975,17.579,17.816,17.540,17.629,18.019
09/16 - 12:00,17.272,17.433,17.975,17.604,17.822,17.544,17.625,18.023
09/16 - 12:15,17.263,17.435,17.974,17.611,17.827,17.534,17.616,18.027
09/16 - 12:30,17.252,17.435,17.974,17.600,17.830,17.511,17.602,18.033
09/16 - 12:45,17.240,17.435,17.974,17.576,17.833,17.479,17.586,18.038
09/16 - 13:00,17.231,17.439,17.975,17.534,17.834,17.445,17.575,18.041
09/16 - 13:15,17.225,17.444,17.976,17.496,17.836,17.414,17.567,18.042
09/16 - 13:30,17.216,17.443,17.978,17.458,17.838,17.378,17.558,18.042
09/16 - 13:45,17.202,17.436,17.978,17.421,17.838,17.336,17.547,18.040
09/16 - 14:00,17.184,17.423,17.978,17.384,17.837,17.288,17.533,18.038
09/16 - 14:15,17.172,17.414,17.977,17.361,17.836,17.256,17.522,18.035
09/16 - 14:30,17.166,17.409,17.976,17.350,17.833,17.239,17.513,18.032
09/16 - 14:45,17.165,17.407,17.974,17.346,17.830,17.231,17.507,18.030
09/16 - 15:00,17.175,17.414,17.972,17.355,17.828,17.239,17.506,18.027
09/16 - 15:15,17.195,17.429,17.970,17.372,17.828,17.258,17.512,18.026
09/16 - 15:30,17.217,17.446,17.968,17.390,17.827,17.279,17.520,18.024
09/16 - 15:45,17.242,17.465,17.967,17.407,17.826,17.301,17.528,18.023
09/16 - 16:00,17.261,17.478,17.966,17.414,17.824,17.313,17.532,18.022
09/16 - 16:15,17.267,17.481,17.965,17.404,17.820,17.303,17.527,18.021
09/16 - 16:30,17.266,17.477,17.965,17.386,17.816,17.281,17.519,18.019
09/16 - 16:45,17.260,17.469,17.965,17.364,17.811,17.252,17.509,18.018
09/16 - 17:00,17.250,17.458,17.964,17.340,17.806,17.218,17.497,18.016
09/16 - 17:15,17.240,17.446,17.963,17.316,17.800,17.183,17.484,18.014
09/16 - 17:30,17.229,17.432,17.962,17.290,17.793,17.148,17.471,18.012
09/16 - 17:45,17.218,17.418,17.961,17.264,17.786,17.112,17.457,18.010
09/16 - 18:00,17.180,17.382,17.959,17.217,17.776,17.046,17.429,18.006
09/16 - 18:15,17.159,17.359,17.956,17.188,17.766,17.000,17.413,18.002
09/16 - 18:30,17.142,17.339,17.953,17.163,17.756,16.965,17.399,17.997
09/16 - 18:45,17.127,17.319,17.949,17.140,17.745,16.934,17.386,17.992
09/16 - 19:00,17.113,17.301,17.944,17.118,17.733,16.907,17.373,17.986
09/16 - 19:15,17.100,17.283,17.939,17.096,17.720,16.881,17.360,17.979
09/16 - 19:30,17.087,17.265,17.934,17.073,17.706,16.856,17.347,17.972
09/16 - 19:45,17.075,17.247,17.928,17.050,17.692,16.831,17.334,17.964
09/16 - 20:00,17.063,17.229,17.923,17.027,17.677,16.807,17.321,17.956
09/16 - 20:15,17.051,17.211,17.917,17.005,17.662,16.784,17.308,17.948
09/16 - 20:30,17.039,17.193,17.911,16.982,17.647,16.761,17.295,17.941
09/16 - 20:45,17.027,17.175,17.905,16.961,17.631,16.739,17.282,17.932
09/16 - 21:00,17.015,17.157,17.898,16.939,17.615,16.717,17.270,17.924
09/16 - 21:15,17.004,17.139,17.892,16.917,17.599,16.696,17.257,17.916
09/16 - 21:30,16.993,17.121,17.885,16.895,17.583,16.675,17.245,17.908
09/16 - 21:45,16.981,17.104,17.879,16.872,17.567,16.655,17.233,17.899
09/16 - 22:00,16.970,17.086,17.872,16.849,17.550,16.635,17.221,17.891
09/16 - 22:15,16.958,17.068,17.865,16.824,17.533,16.614,17.208,17.883
09/16 - 22:30,16.946,17.050,17.858,16.800,17.516,16.594,17.196,17.874
09/16 - 22:45,16.933,17.032,17.851,16.776,17.499,16.573,17.183,17.865
09/16 - 23:00,16.919,17.011,17.844,16.747,17.481,16.549,17.168,17.857
09/16 - 23:15,16.899,16.987,17.837,16.714,17.463,16.516,17.150,17.848
09/16 - 23:30,16.880,16.963,17.830,16.682,17.444,16.482,17.131,17.840
09/16 - 23:45,16.864,16.943,17.822,16.653,17.426,16.450,17.114,17.831
09/17 - 0:00,16.843,16.918,17.815,16.618,17.407,16.415,17.095,17.822
09/17 - 0:15,16.818,16.889,17.807,16.578,17.386,16.373,17.072,17.813
09/17 - 0:30,16.791,16.859,17.799,16.537,17.365,16.329,17.046,17.804
09/17 - 0:45,16.764,16.828,17.791,16.496,17.344,16.284,17.020,17.794
09/17 - 1:00,16.731,16.792,17.783,16.447,17.320,16.234,16.991,17.785
09/17 - 1:15,16.696,16.753,17.774,16.396,17.296,16.179,16.958,17.775
09/17 - 1:30,16.660,16.715,17.765,16.345,17.271,16.124,16.924,17.766
09/17 - 1:45,16.623,16.676,17.757,16.293,17.245,16.068,16.890,17.755
09/17 - 2:00,16.601,16.650,17.747,16.260,17.223,16.027,16.865,17.745
09/17 - 2:15,16.596,16.640,17.738,16.246,17.205,16.014,16.855,17.734
09/17 - 2:30,16.595,16.631,17.729,16.234,17.187,16.010,16.850,17.724
09/17 - 2:45,16.595,16.624,17.719,16.224,17.168,16.009,16.847,17.713
09/17 - 3:00,16.582,16.603,17.710,16.195,17.146,15.993,16.835,17.702
09/17 - 3:15,16.545,16.563,17.700,16.140,17.119,15.941,16.805,17.691
09/17 - 3:30,16.503,16.519,17.690,16.081,17.091,15.877,16.768,17.680
09/17 - 3:45,16.460,16.474,17.680,16.020,17.063,15.808,16.728,17.669
09/17 - 4:00,16.427,16.439,17.670,15.973,17.037,15.749,16.695,17.657
09/17 - 4:15,16.410,16.418,17.659,15.944,17.015,15.717,16.675,17.646
09/17 - 4:30,16.396,16.399,17.649,15.918,16.993,15.692,16.659,17.634
09/17 - 4:45,16.384,16.381,17.638,15.894,16.971,15.670,16.645,17.622
09/17 - 5:00,16.360,16.351,17.627,15.853,16.944,15.638,16.624,17.610
09/17 - 5:15,16.330,16.317,17.616,15.808,16.917,15.599,16.597,17.598
09/17 - 5:30,16.302,16.284,17.605,15.765,16.890,15.559,16.570,17.586
09/17 - 5:45,16.274,16.253,17.594,15.724,16.863,15.521,16.543,17.573
09/17 - 6:00,16.255,16.228,17.582,15.692,16.838,15.491,16.522,17.561
09/17 - 6:15,16.244,16.211,17.571,15.669,16.815,15.475,16.509,17.548
09/17 - 6:30,16.237,16.196,17.559,15.650,16.792,15.467,16.500,17.535
09/17 - 6:45,16.231,16.183,17.547,15.633,16.769,15.462,16.493,17.523
09/17 - 7:00,16.235,16.178,17.535,15.626,16.748,15.469,16.492,17.510
09/17 - 7:15,16.251,16.184,17.524,15.663,16.731,15.535,16.519,17.498
09/17 - 7:30,16.273,16.195,17.513,15.725,16.715,15.646,16.569,17.487
09/17 - 7:45,16.298,16.209,17.502,15.809,16.702,15.787,16.632,17.479
09/17 - 8:00,16.318,16.219,17.491,15.878,16.691,15.938,16.696,17.475
09/17 - 8:15,16.329,16.222,17.481,15.932,16.680,16.051,16.740,17.475
09/17 - 8:30,16.339,16.225,17.472,15.963,16.670,16.128,16.769,17.478
09/17 - 8:45,16.350,16.230,17.463,15.973,16.661,16.179,16.789,17.482
09/17 - 9:00,16.361,16.236,17.454,15.971,16.654,16.213,16.803,17.487
09/17 - 9:15,16.374,16.244,17.446,15.981,16.650,16.249,16.819,17.490
09/17 - 9:30,16.389,16.255,17.439,16.003,16.649,16.291,16.838,17.492
09/17 - 9:45,16.406,16.269,17.432,16.032,16.650,16.340,16.861,17.493
09/17 - 10:00,16.421,16.282,17.426,16.056,16.652,16.391,16.883,17.493
09/17 - 10:15,16.431,16.291,17.421,16.075,16.654,16.434,16.903,17.493
09/17 - 10:30,16.440,16.302,17.416,16.098,16.658,16.475,16.921,17.493
09/17 - 10:45,16.451,16.314,17.411,16.118,16.664,16.515,16.938,17.493
09/17 - 11:00,16.472,16.339,17.408,16.154,16.674,16.565,16.962,17.493
09/17 - 11:15,16.508,16.376,17.404,16.206,16.687,16.632,16.996,17.494
09/17 - 11:30,16.547,16.415,17.402,16.264,16.702,16.704,17.032,17.495
09/17 - 11:45,16.589,16.457,17.400,16.324,16.717,16.779,17.070,17.497
09/17 - 12:00,16.622,16.491,17.399,16.374,16.730,16.842,17.100,17.499
09/17 - 12:15,16.645,16.518,17.398,16.423,16.746,16.892,17.119,17.502
09/17 - 12:30,16.671,16.548,17.398,16.482,16.763,16.939,17.135,17.507
09/17 - 12:45,16.702,16.584,17.399,16.551,16.783,16.992,17.149,17.515
09/17 - 13:00,16.753,16.636,17.400,16.639,16.808,17.074,17.171,17.527
09/17 - 13:15,16.820,16.700,17.403,16.732,16.835,17.182,17.203,17.541
09/17 - 13:30,16.895,16.770,17.407,16.816,16.864,17.305,17.236,17.556
09/17 - 13:45,16.973,16.843,17.412,16.893,16.894,17.435,17.269,17.568
09/17 - 14:00,17.047,16.915,17.419,16.968,16.925,17.552,17.296,17.581
09/17 - 14:15,17.120,16.986,17.426,17.040,16.958,17.628,17.313,17.592
09/17 - 14:30,17.197,17.062,17.434,17.119,16.994,17.683,17.327,17.603
09/17 - 14:45,17.285,17.147,17.443,17.208,17.033,17.730,17.340,17.612
09/17 - 15:00,17.379,17.237,17.454,17.307,17.077,17.772,17.348,17.619
09/17 - 15:15,17.475,17.331,17.468,17.398,17.123,17.800,17.352,17.626
09/17 - 15:30,17.565,17.427,17.487,17.474,17.170,17.806,17.353,17.633
09/17 - 15:45,17.642,17.525,17.509,17.519,17.212,17.805,17.353,17.639
09/17 - 16:00,17.704,17.617,17.533,17.552,17.261,17.798,17.351,17.646
09/17 - 16:15,17.751,17.693,17.571,17.574,17.318,17.784,17.348,17.655
09/17 - 16:30,17.787,17.756,17.617,17.582,17.377,17.761,17.343,17.665
09/17 - 16:45,17.817,17.806,17.667,17.583,17.432,17.722,17.335,17.677
09/17 - 17:00,17.845,17.842,17.719,17.571,17.480,17.653,17.325,17.691
09/17 - 17:15,17.860,17.854,17.767,17.553,17.519,17.562,17.312,17.705
09/17 - 17:30,17.853,17.838,17.812,17.534,17.551,17.456,17.297,17.720
09/17 - 17:45,17.817,17.798,17.848,17.515,17.575,17.354,17.280,17.742
09/17 - 18:00,17.756,17.743,17.875,17.507,17.594,17.276,17.266,17.766
09/17 - 18:15,17.702,17.697,17.893,17.510,17.610,17.221,17.256,17.789
09/17 - 18:30,17.661,17.664,17.904,17.518,17.621,17.185,17.247,17.807
09/17 - 18:45,17.633,17.643,17.909,17.530,17.629,17.162,17.240,17.819
09/17 - 19:00,17.609,17.629,17.911,17.538,17.633,17.144,17.234,17.826
09/17 - 19:15,17.593,17.622,17.910,17.544,17.635,17.129,17.227,17.829
09/17 - 19:30,17.582,17.617,17.907,17.547,17.635,17.116,17.221,17.829
09/17 - 19:45,17.572,17.612,17.904,17.545,17.633,17.102,17.215,17.828
09/17 - 20:00,17.568,17.611,17.900,17.547,17.632,17.094,17.212,17.825
09/17 - 20:15,17.571,17.616,17.897,17.556,17.630,17.100,17.215,17.822
09/17 - 20:30,17.575,17.622,17.894,17.563,17.628,17.109,17.219,17.818
09/17 - 20:45,17.580,17.627,17.890,17.569,17.625,17.121,17.225,17.814
09/17 - 21:00,17.579,17.626,17.887,17.566,17.621,17.127,17.227,17.811
09/17 - 21:15,17.571,17.618,17.883,17.553,17.615,17.121,17.225,17.807
09/17 - 21:30,17.561,17.608,17.880,17.537,17.609,17.110,17.221,17.804
09/17 - 21:45,17.550,17.598,17.877,17.521,17.603,17.097,17.216,17.800
09/17 - 22:00,17.534,17.581,17.873,17.497,17.595,17.076,17.208,17.797
09/17 - 22:15,17.510,17.558,17.870,17.463,17.586,17.042,17.194,17.793
09/17 - 22:30,17.484,17.533,17.867,17.427,17.577,17.002,17.178,17.790
09/17 - 22:45,17.457,17.508,17.863,17.390,17.566,16.959,17.161,17.786
09/17 - 23:00,17.436,17.488,17.859,17.360,17.557,16.922,17.147,17.783
09/17 - 23:15,17.421,17.474,17.856,17.339,17.548,16.897,17.137,17.779
09/17 - 23:30,17.408,17.461,17.852,17.319,17.540,16.876,17.130,17.775
09/17 - 23:45,17.396,17.449,17.848,17.299,17.532,16.858,17.122,17.770
09/18 - 0:00,17.384,17.437,17.843,17.280,17.523,16.840,17.115,17.766
09/18 - 0:15,17.374,17.426,17.839,17.262,17.515,16.825,17.109,17.762
09/18 - 0:30,17.364,17.416,17.835,17.245,17.507,16.810,17.103,17.757
09/18 - 0:45,17.355,17.406,17.831,17.228,17.500,16.796,17.098,17.753
09/18 - 1:00,17.338,17.388,17.826,17.201,17.490,16.774,17.088,17.748
