Date,{"SpaceDryBulbTemperature":"Kids Bedroom"},{"SpaceDryBulbTemperature":"Bathroom"},{"SpaceDryBulbTemperature":"Storage"},{"SpaceDryBulbTemperature":"Kitchen"},{"SpaceDryBulbTemperature":"Laundry"},{"SpaceDryBulbTemperature":"Livingroom"},{"SpaceDryBulbTemperature":"Main Bedroom"},{"SpaceDryBulbTemperature":"Hallway"}
06/26 - 20:30,16.540,16.596,16.925,16.665,16.852,16.519,16.768,16.999
06/26 - 20:45,16.537,16.588,16.925,16.652,16.850,16.508,16.765,16.999
06/26 - 21:00,16.535,16.581,16.925,16.639,16.848,16.498,16.763,16.999
06/26 - 21:15,16.533,16.574,16.925,16.627,16.846,16.489,16.761,16.999
06/26 - 21:30,16.531,16.568,16.925,16.615,16.845,16.480,16.759,16.999
06/26 - 21:45,16.530,16.562,16.925,16.603,16.843,16.472,16.757,16.998
06/26 - 22:00,16.528,16.555,16.924,16.591,16.840,16.463,16.755,16.998
06/26 - 22:15,16.527,16.549,16.924,16.580,16.837,16.456,16.753,16.998
06/26 - 22:30,16.526,16.543,16.924,16.570,16.834,16.449,16.751,16.998
06/26 - 22:45,16.524,16.538,16.923,16.560,16.831,16.442,16.750,16.997
06/26 - 23:00,16.523,16.532,16.923,16.550,16.827,16.436,16.748,16.997
06/26 - 23:15,16.522,16.526,16.923,16.540,16.823,16.430,16.746,16.997
06/26 - 23:30,16.521,16.521,16.922,16.531,16.819,16.424,16.745,16.996
06/26 - 23:45,16.520,16.515,16.922,16.523,16.815,16.419,16.744,16.996
06/27 - 0:00,16.519,16.510,16.921,16.515,16.811,16.414,16.743,16.995
06/27 - 0:15,16.518,16.504,16.921,16.505,16.807,16.407,16.741,16.995
06/27 - 0:30,16.516,16.499,16.920,16.495,16.802,16.400,16.739,16.994
06/27 - 0:45,16.514,16.493,16.920,16.485,16.798,16.392,16.737,16.993
06/27 - 1:00,16.511,16.487,16.919,16.474,16.793,16.383,16.734,16.993
06/27 - 1:15,16.508,16.480,16.918,16.462,16.788,16.374,16.732,16.992
06/27 - 1:30,16.505,16.474,16.918,16.451,16.784,16.364,16.729,16.992
06/27 - 1:45,16.502,16.467,16.917,16.439,16.779,16.355,16.726,16.991
06/27 - 2:00,16.500,16.461,16.917,16.428,16.774,16.345,16.723,16.990
06/27 - 2:15,16.497,16.456,16.916,16.417,16.768,16.336,16.721,16.989
06/27 - 2:30,16.495,16.450,16.915,16.407,16.763,16.327,16.718,16.988
06/27 - 2:45,16.492,16.444,16.915,16.396,16.758,16.318,16.715,16.988
06/27 - 3:00,16.490,16.438,16.914,16.385,16.753,16.308,16.712,16.987
06/27 - 3:15,16.487,16.433,16.913,16.374,16.747,16.300,16.710,16.986
06/27 - 3:30,16.485,16.427,16.912,16.364,16.742,16.292,16.707,16.985
06/27 - 3:45,16.483,16.422,16.911,16.353,16.736,16.285,16.705,16.983
06/27 - 4:00,16.482,16.417,16.911,16.343,16.731,16.278,16.703,16.982
06/27 - 4:15,16.481,16.413,16.910,16.335,16.725,16.273,16.701,16.981
06/27 - 4:30,16.480,16.409,16.909,16.326,16.720,16.268,16.700,16.980
06/27 - 4:45,16.479,16.405,16.908,16.317,16.714,16.263,16.698,16.979
06/27 - 5:00,16.478,16.400,16.907,16.308,16.709,16.257,16.696,16.978
06/27 - 5:15,16.476,16.395,16.906,16.298,16.703,16.251,16.694,16.976
06/27 - 5:30,16.474,16.390,16.905,16.288,16.697,16.245,16.692,16.975
06/27 - 5:45,16.472,16.385,16.904,16.278,16.691,16.238,16.690,16.974
06/27 - 6:00,16.468,16.378,16.903,16.265,16.685,16.228,16.686,16.972
06/27 - 6:15,16.460,16.367,16.902,16.246,16.678,16.212,16.679,16.971
06/27 - 6:30,16.451,16.356,16.901,16.227,16.671,16.194,16.671,16.970
06/27 - 6:45,16.441,16.344,16.900,16.208,16.663,16.173,16.662,16.968
06/27 - 7:00,16.430,16.332,16.898,16.187,16.656,16.152,16.653,16.966
06/27 - 7:15,16.419,16.318,16.897,16.165,16.648,16.128,16.642,16.965
06/27 - 7:30,16.406,16.304,16.895,16.143,16.639,16.103,16.631,16.963
06/27 - 7:45,16.394,16.289,16.894,16.120,16.631,16.078,16.620,16.961
06/27 - 8:00,16.381,16.275,16.892,16.098,16.622,16.053,16.608,16.959
06/27 - 8:15,16.370,16.262,16.890,16.111,16.614,16.045,16.603,16.957
06/27 - 8:30,16.361,16.250,16.888,16.145,16.606,16.055,16.605,16.955
06/27 - 8:45,16.352,16.240,16.886,16.178,16.599,16.080,16.611,16.953
06/27 - 9:00,16.346,16.232,16.884,16.232,16.593,16.117,16.623,16.953
06/27 - 9:15,16.344,16.228,16.882,16.358,16.589,16.183,16.646,16.952
06/27 - 9:30,16.344,16.226,16.881,16.536,16.587,16.275,16.679,16.953
06/27 - 9:45,16.345,16.228,16.879,16.714,16.588,16.385,16.716,16.955
06/27 - 10:00,16.348,16.234,16.878,16.899,16.591,16.514,16.757,16.957
06/27 - 10:15,16.350,16.244,16.877,16.946,16.597,16.643,16.797,16.959
06/27 - 10:30,16.352,16.260,16.877,16.921,16.607,16.764,16.837,16.962
06/27 - 10:45,16.355,16.284,16.876,16.950,16.621,16.877,16.882,16.966
06/27 - 11:00,16.358,16.318,16.876,17.023,16.639,16.970,16.925,16.970
06/27 - 11:15,16.361,16.364,16.877,17.145,16.660,17.039,16.964,16.975
06/27 - 11:30,16.365,16.422,16.878,17.267,16.685,17.085,16.998,16.981
06/27 - 11:45,16.369,16.492,16.879,17.390,16.712,17.111,17.024,16.987
06/27 - 12:00,16.379,16.574,16.881,17.514,16.742,17.131,17.046,16.995
06/27 - 12:15,16.393,16.665,16.885,17.635,16.773,17.152,17.067,17.005
06/27 - 12:30,16.415,16.763,16.889,17.736,16.806,17.181,17.083,17.020
06/27 - 12:45,16.443,16.863,16.896,17.823,16.840,17.232,17.098,17.045
06/27 - 13:00,16.476,16.959,16.907,17.897,16.874,17.315,17.114,17.082
06/27 - 13:15,16.520,17.053,16.924,17.942,16.906,17.424,17.128,17.137
06/27 - 13:30,16.572,17.142,16.952,17.963,16.943,17.530,17.142,17.207
06/27 - 13:45,16.634,17.226,16.988,17.971,16.985,17.612,17.156,17.290
06/27 - 14:00,16.702,17.301,17.034,17.978,17.030,17.675,17.168,17.384
06/27 - 14:15,16.779,17.371,17.087,17.986,17.078,17.719,17.179,17.463
06/27 - 14:30,16.868,17.437,17.146,17.999,17.131,17.752,17.189,17.512
06/27 - 14:45,16.964,17.496,17.203,18.019,17.187,17.777,17.198,17.534
06/27 - 15:00,17.050,17.537,17.255,18.044,17.241,17.787,17.202,17.542
06/27 - 15:15,17.128,17.564,17.297,18.068,17.295,17.765,17.198,17.533
06/27 - 15:30,17.198,17.585,17.330,18.094,17.353,17.724,17.192,17.513
06/27 - 15:45,17.258,17.600,17.356,18.118,17.413,17.672,17.183,17.491
06/27 - 16:00,17.305,17.611,17.378,18.137,17.475,17.617,17.172,17.471
06/27 - 16:15,17.326,17.610,17.396,18.140,17.534,17.560,17.160,17.458
06/27 - 16:30,17.321,17.594,17.411,18.130,17.589,17.501,17.145,17.450
06/27 - 16:45,17.294,17.571,17.426,18.110,17.638,17.438,17.128,17.445
06/27 - 17:00,17.225,17.520,17.439,18.068,17.677,17.344,17.108,17.441
06/27 - 17:15,17.159,17.475,17.449,18.037,17.709,17.265,17.087,17.440
06/27 - 17:30,17.104,17.437,17.455,18.015,17.736,17.202,17.066,17.439
06/27 - 17:45,17.058,17.404,17.458,17.995,17.757,17.149,17.044,17.439
06/27 - 18:00,17.021,17.377,17.458,17.982,17.774,17.110,17.026,17.438
06/27 - 18:15,17.001,17.361,17.457,17.979,17.788,17.089,17.014,17.438
06/27 - 18:30,16.987,17.347,17.456,17.974,17.797,17.073,17.004,17.437
06/27 - 18:45,16.974,17.333,17.455,17.964,17.803,17.057,16.994,17.437
06/27 - 19:00,16.962,17.319,17.453,17.951,17.806,17.040,16.984,17.436
06/27 - 19:15,16.951,17.305,17.452,17.933,17.807,17.021,16.974,17.435
06/27 - 19:30,16.939,17.291,17.450,17.912,17.806,17.001,16.963,17.434
06/27 - 19:45,16.927,17.276,17.448,17.889,17.803,16.979,16.953,17.433
06/27 - 20:00,16.916,17.262,17.446,17.862,17.799,16.957,16.943,17.432
06/27 - 20:15,16.905,17.248,17.444,17.835,17.793,16.933,16.933,17.430
06/27 - 20:30,16.893,17.234,17.442,17.807,17.787,16.909,16.923,17.429
06/27 - 20:45,16.882,17.220,17.440,17.777,17.780,16.885,16.912,17.427
06/27 - 21:00,16.872,17.205,17.438,17.747,17.772,16.860,16.902,17.426
06/27 - 21:15,16.860,17.190,17.436,17.715,17.763,16.832,16.890,17.424
06/27 - 21:30,16.848,17.173,17.434,17.682,17.754,16.804,16.879,17.422
06/27 - 21:45,16.836,17.157,17.431,17.649,17.744,16.775,16.867,17.420
06/27 - 22:00,16.823,17.141,17.429,17.615,17.734,16.747,16.855,17.417
06/27 - 22:15,16.813,17.125,17.427,17.583,17.723,16.721,16.844,17.415
06/27 - 22:30,16.802,17.110,17.424,17.551,17.712,16.696,16.834,17.413
06/27 - 22:45,16.791,17.094,17.422,17.519,17.700,16.671,16.824,17.410
06/27 - 23:00,16.781,17.079,17.419,17.487,17.688,16.648,16.814,17.407
06/27 - 23:15,16.771,17.063,17.417,17.455,17.676,16.624,16.804,17.405
06/27 - 23:30,16.760,17.048,17.414,17.423,17.663,16.601,16.794,17.402
06/27 - 23:45,16.750,17.032,17.412,17.391,17.651,16.578,16.784,17.399
06/28 - 0:00,16.741,17.017,17.409,17.360,17.638,16.557,16.775,17.396
06/28 - 0:15,16.734,17.005,17.406,17.331,17.625,16.540,16.768,17.393
06/28 - 0:30,16.729,16.993,17.403,17.304,17.612,16.526,16.762,17.389
06/28 - 0:45,16.723,16.981,17.399,17.277,17.598,16.513,16.756,17.386
06/28 - 1:00,16.718,16.970,17.396,17.252,17.585,16.500,16.751,17.382
06/28 - 1:15,16.713,16.958,17.393,17.226,17.571,16.487,16.745,17.379
06/28 - 1:30,16.708,16.946,17.390,17.200,17.558,16.475,16.739,17.375
06/28 - 1:45,16.703,16.935,17.386,17.176,17.544,16.463,16.734,17.371
06/28 - 2:00,16.699,16.925,17.383,17.153,17.530,16.452,16.729,17.367
06/28 - 2:15,16.696,16.915,17.379,17.132,17.517,16.443,16.726,17.364
06/28 - 2:30,16.693,16.906,17.376,17.111,17.503,16.436,16.723,17.360
06/28 - 2:45,16.692,16.897,17.373,17.092,17.490,16.430,16.720,17.356
06/28 - 3:00,16.686,16.885,17.369,17.068,17.475,16.419,16.715,17.352
06/28 - 3:15,16.676,16.869,17.366,17.038,17.461,16.401,16.707,17.348
06/28 - 3:30,16.665,16.853,17.362,17.008,17.446,16.380,16.697,17.344
06/28 - 3:45,16.654,16.836,17.358,16.978,17.433,16.358,16.688,17.340
06/28 - 4:00,16.643,16.819,17.355,16.948,17.420,16.336,16.677,17.336
06/28 - 4:15,16.632,16.803,17.351,16.920,17.407,16.316,16.668,17.332
06/28 - 4:30,16.622,16.787,17.348,16.893,17.394,16.297,16.659,17.327
06/28 - 4:45,16.612,16.772,17.344,16.866,17.380,16.279,16.650,17.323
06/28 - 5:00,16.602,16.756,17.340,16.840,17.365,16.261,16.641,17.319
06/28 - 5:15,16.591,16.739,17.336,16.813,17.350,16.240,16.632,17.314
06/28 - 5:30,16.580,16.722,17.332,16.785,17.335,16.220,16.622,17.310
06/28 - 5:45,16.568,16.705,17.328,16.758,17.320,16.199,16.611,17.305
06/28 - 6:00,16.559,16.690,17.324,16.734,17.305,16.180,16.602,17.300
06/28 - 6:15,16.551,16.677,17.320,16.714,17.290,16.165,16.595,17.296
06/28 - 6:30,16.545,16.664,17.316,16.695,17.274,16.152,16.589,17.291
06/28 - 6:45,16.538,16.652,17.312,16.677,17.259,16.140,16.583,17.286
06/28 - 7:00,16.531,16.639,17.307,16.657,17.244,16.128,16.577,17.281
06/28 - 7:15,16.523,16.626,17.303,16.637,17.228,16.114,16.570,17.275
06/28 - 7:30,16.516,16.612,17.299,16.616,17.212,16.101,16.563,17.270
06/28 - 7:45,16.508,16.599,17.294,16.595,17.196,16.087,16.556,17.265
06/28 - 8:00,16.501,16.586,17.290,16.574,17.181,16.075,16.549,17.260
06/28 - 8:15,16.495,16.574,17.286,16.555,17.165,16.064,16.544,17.254
06/28 - 8:30,16.490,16.563,17.281,16.537,17.149,16.056,16.539,17.249
06/28 - 8:45,16.486,16.552,17.276,16.520,17.134,16.051,16.536,17.244
06/28 - 9:00,16.484,16.543,17.272,16.505,17.118,16.048,16.533,17.239
06/28 - 9:15,16.485,16.537,17.267,16.499,17.103,16.054,16.534,17.234
06/28 - 9:30,16.488,16.533,17.262,16.497,17.088,16.065,16.537,17.230
06/28 - 9:45,16.493,16.532,17.257,16.499,17.074,16.081,16.542,17.225
06/28 - 10:00,16.498,16.531,17.252,16.505,17.061,16.101,16.548,17.222
06/28 - 10:15,16.505,16.532,17.248,16.510,17.049,16.124,16.556,17.219
06/28 - 10:30,16.512,16.535,17.244,16.517,17.038,16.147,16.564,17.216
06/28 - 10:45,16.521,16.539,17.240,16.525,17.027,16.173,16.574,17.214
06/28 - 11:00,16.530,16.545,17.236,16.536,17.018,16.200,16.585,17.212
06/28 - 11:15,16.540,16.551,17.233,16.548,17.010,16.227,16.595,17.211
06/28 - 11:30,16.551,16.560,17.231,16.599,17.005,16.268,16.610,17.212
06/28 - 11:45,16.562,16.570,17.229,16.647,17.002,16.311,16.624,17.213
06/28 - 12:00,16.575,16.583,17.227,16.688,16.999,16.351,16.637,17.216
06/28 - 12:15,16.590,16.600,17.226,16.738,17.000,16.393,16.651,17.219
06/28 - 12:30,16.608,16.622,17.226,16.798,17.003,16.442,16.664,17.225
06/28 - 12:45,16.630,16.649,17.227,16.865,17.008,16.498,16.677,17.235
06/28 - 13:00,16.657,16.682,17.230,16.938,17.017,16.561,16.691,17.251
06/28 - 13:15,16.688,16.720,17.236,17.002,17.028,16.632,16.705,17.277
06/28 - 13:30,16.726,16.763,17.246,17.054,17.042,16.710,16.717,17.316
06/28 - 13:45,16.770,16.809,17.262,17.096,17.058,16.783,16.729,17.370
06/28 - 14:00,16.821,16.857,17.286,17.131,17.077,16.851,16.740,17.438
06/28 - 14:15,16.880,16.907,17.316,17.157,17.097,16.905,16.751,17.503
06/28 - 14:30,16.952,16.962,17.352,17.179,17.118,16.948,16.761,17.551
06/28 - 14:45,17.033,17.020,17.389,17.205,17.143,16.983,16.771,17.581
06/28 - 15:00,17.117,17.074,17.424,17.235,17.169,17.006,16.778,17.600
06/28 - 15:15,17.197,17.118,17.454,17.260,17.197,16.994,16.780,17.600
06/28 - 15:30,17.267,17.153,17.478,17.279,17.226,16.962,16.781,17.587
06/28 - 15:45,17.323,17.179,17.497,17.294,17.256,16.923,16.780,17.568
06/28 - 16:00,17.363,17.198,17.513,17.307,17.285,16.884,16.779,17.550
06/28 - 16:15,17.381,17.207,17.526,17.311,17.317,16.846,16.775,17.537
06/28 - 16:30,17.376,17.207,17.537,17.305,17.349,16.810,16.769,17.528
06/28 - 16:45,17.349,17.196,17.547,17.288,17.378,16.774,16.762,17.521
06/28 - 17:00,17.296,17.164,17.556,17.256,17.402,16.721,16.752,17.515
06/28 - 17:15,17.247,17.137,17.563,17.234,17.421,16.676,16.743,17.510
06/28 - 17:30,17.210,17.116,17.566,17.222,17.434,16.642,16.734,17.507
06/28 - 17:45,17.181,17.099,17.567,17.214,17.443,16.617,16.725,17.503
06/28 - 18:00,17.158,17.087,17.567,17.210,17.447,16.602,16.719,17.500
06/28 - 18:15,17.144,17.081,17.565,17.212,17.450,16.596,16.715,17.497
06/28 - 18:30,17.134,17.076,17.562,17.212,17.449,16.592,16.712,17.494
06/28 - 18:45,17.124,17.071,17.559,17.209,17.447,16.588,16.708,17.490
06/28 - 19:00,17.115,17.065,17.556,17.204,17.443,16.583,16.705,17.487
06/28 - 19:15,17.106,17.060,17.553,17.197,17.437,16.577,16.702,17.483
06/28 - 19:30,17.098,17.053,17.550,17.188,17.431,16.570,16.699,17.479
06/28 - 19:45,17.089,17.047,17.546,17.177,17.423,16.562,16.696,17.476
06/28 - 20:00,17.080,17.040,17.543,17.165,17.415,16.553,16.693,17.472
06/28 - 20:15,17.071,17.033,17.539,17.151,17.407,16.542,16.690,17.468
06/28 - 20:30,17.062,17.025,17.536,17.136,17.397,16.531,16.686,17.465
06/28 - 20:45,17.052,17.017,17.533,17.121,17.387,16.518,16.682,17.461
06/28 - 21:00,17.043,17.009,17.529,17.104,17.378,16.506,16.678,17.457
06/28 - 21:15,17.034,17.001,17.526,17.089,17.368,16.494,16.675,17.453
06/28 - 21:30,17.026,16.993,17.522,17.073,17.358,16.483,16.672,17.449
06/28 - 21:45,17.017,16.985,17.519,17.056,17.348,16.472,16.669,17.445
06/28 - 22:00,17.009,16.977,17.515,17.040,17.339,16.461,16.666,17.441
06/28 - 22:15,17.000,16.969,17.511,17.023,17.329,16.449,16.662,17.437
06/28 - 22:30,16.991,16.960,17.508,17.006,17.319,16.436,16.659,17.433
06/28 - 22:45,16.982,16.951,17.504,16.988,17.310,16.424,16.655,17.429
06/28 - 23:00,16.974,16.942,17.500,16.971,17.300,16.412,16.652,17.425
06/28 - 23:15,16.966,16.934,17.497,16.955,17.291,16.401,16.649,17.421
06/28 - 23:30,16.958,16.926,17.493,16.939,17.282,16.391,16.646,17.417
06/28 - 23:45,16.950,16.917,17.489,16.923,17.273,16.381,16.643,17.413
06/29 - 0:00,16.941,16.907,17.485,16.904,17.265,16.370,16.639,17.408
06/29 - 0:15,16.929,16.894,17.481,16.882,17.256,16.354,16.633,17.404
06/29 - 0:30,16.916,16.881,17.477,16.860,17.246,16.336,16.627,17.400
06/29 - 0:45,16.903,16.868,17.473,16.838,17.236,16.318,16.620,17.396
06/29 - 1:00,16.891,16.855,17.469,16.816,17.226,16.301,16.613,17.391
06/29 - 1:15,16.879,16.843,17.464,16.795,17.215,16.285,16.607,17.387
06/29 - 1:30,16.868,16.831,17.460,16.774,17.204,16.269,16.601,17.382
06/29 - 1:45,16.856,16.818,17.455,16.753,17.193,16.254,16.595,17.377
06/29 - 2:00,16.844,16.805,17.451,16.732,17.182,16.238,16.589,17.373
06/29 - 2:15,16.833,16.793,17.446,16.713,17.170,16.225,16.583,17.368
06/29 - 2:30,16.822,16.780,17.441,16.694,17.158,16.212,16.577,17.363
06/29 - 2:45,16.811,16.768,17.436,16.676,17.146,16.200,16.572,17.359
06/29 - 3:00,16.804,16.759,17.432,16.663,17.135,16.192,16.568,17.354
06/29 - 3:15,16.798,16.751,17.427,16.651,17.123,16.187,16.566,17.349
06/29 - 3:30,16.793,16.744,17.422,16.639,17.112,16.183,16.565,17.344
06/29 - 3:45,16.788,16.736,17.417,16.628,17.101,16.181,16.564,17.339
06/29 - 4:00,16.784,16.730,17.412,16.617,17.090,16.179,16.564,17.334
06/29 - 4:15,16.781,16.725,17.407,16.608,17.079,16.180,16.565,17.330
06/29 - 4:30,16.778,16.720,17.402,16.599,17.068,16.182,16.566,17.325
06/29 - 4:45,16.776,16.715,17.398,16.590,17.057,16.185,16.567,17.320
06/29 - 5:00,16.774,16.710,17.393,16.581,17.046,16.188,16.569,17.315
06/29 - 5:15,16.771,16.704,17.388,16.571,17.035,16.190,16.569,17.311
06/29 - 5:30,16.768,16.699,17.383,16.561,17.025,16.191,16.570,17.306
06/29 - 5:45,16.766,16.694,17.379,16.551,17.014,16.193,16.571,17.302
06/29 - 6:00,16.761,16.687,17.374,16.539,17.003,16.191,16.571,17.297
06/29 - 6:15,16.754,16.678,17.369,16.524,16.992,16.185,16.569,17.293
06/29 - 6:30,16.747,16.668,17.365,16.508,16.981,16.177,16.566,17.289
06/29 - 6:45,16.739,16.659,17.360,16.492,16.971,16.169,16.562,17.285
06/29 - 7:00,16.731,16.649,17.356,16.475,16.960,16.160,16.559,17.280
06/29 - 7:15,16.723,16.640,17.351,16.460,16.949,16.152,16.556,17.276
06/29 - 7:30,16.716,16.631,17.346,16.445,16.938,16.145,16.553,17.272
06/29 - 7:45,16.709,16.621,17.342,16.430,16.928,16.138,16.550,17.268
06/29 - 8:00,16.703,16.613,17.337,16.416,16.917,16.133,16.548,17.264
06/29 - 8:15,16.696,16.603,17.333,16.401,16.906,16.124,16.545,17.259
06/29 - 8:30,16.689,16.594,17.328,16.385,16.896,16.116,16.542,17.255
06/29 - 8:45,16.683,16.584,17.323,16.370,16.885,16.108,16.539,17.251
06/29 - 9:00,16.676,16.575,17.318,16.356,16.874,16.101,16.536,17.246
06/29 - 9:15,16.670,16.566,17.313,16.343,16.864,16.097,16.534,17.242
06/29 - 9:30,16.665,16.558,17.308,16.333,16.853,16.095,16.533,17.238
06/29 - 9:45,16.661,16.552,17.303,16.324,16.843,16.096,16.532,17.235
06/29 - 10:00,16.658,16.546,17.298,16.317,16.833,16.099,16.532,17.231
06/29 - 10:15,16.653,16.539,17.293,16.310,16.823,16.101,16.532,17.228
06/29 - 10:30,16.649,16.533,17.289,16.306,16.814,16.104,16.532,17.225
06/29 - 10:45,16.646,16.529,17.285,16.304,16.805,16.109,16.533,17.223
06/29 - 11:00,16.644,16.526,17.281,16.306,16.798,16.117,16.535,17.221
06/29 - 11:15,16.646,16.526,17.277,16.314,16.791,16.132,16.541,17.220
06/29 - 11:30,16.650,16.529,17.274,16.327,16.786,16.151,16.548,17.219
06/29 - 11:45,16.655,16.534,17.271,16.379,16.784,16.188,16.559,17.220
06/29 - 12:00,16.664,16.542,17.268,16.432,16.784,16.228,16.570,17.222
06/29 - 12:15,16.675,16.554,17.266,16.473,16.784,16.266,16.583,17.225
06/29 - 12:30,16.687,16.569,17.265,16.505,16.785,16.301,16.594,17.229
06/29 - 12:45,16.700,16.587,17.264,16.531,16.787,16.332,16.605,17.234
06/29 - 13:00,16.715,16.606,17.265,16.554,16.790,16.363,16.616,17.240
06/29 - 13:15,16.730,16.626,17.266,16.572,16.795,16.390,16.626,17.247
06/29 - 13:30,16.741,16.644,17.269,16.569,16.799,16.402,16.636,17.251
06/29 - 13:45,16.752,16.661,17.272,16.566,16.804,16.412,16.647,17.254
06/29 - 14:00,16.763,16.677,17.275,16.569,16.810,16.423,16.657,17.257
06/29 - 14:15,16.774,16.692,17.278,16.575,16.817,16.434,16.668,17.259
06/29 - 14:30,16.786,16.706,17.281,16.582,16.824,16.445,16.678,17.261
06/29 - 14:45,16.797,16.719,17.283,16.591,16.831,16.457,16.687,17.263
06/29 - 15:00,16.807,16.729,17.285,16.598,16.838,16.466,16.695,17.264
06/29 - 15:15,16.814,16.736,17.287,16.602,16.844,16.470,16.701,17.266
06/29 - 15:30,16.828,16.748,17.289,16.612,16.851,16.477,16.705,17.269
06/29 - 15:45,16.843,16.759,17.290,16.620,16.857,16.481,16.708,17.272
06/29 - 16:00,16.855,16.767,17.292,16.625,16.863,16.478,16.710,17.273
06/29 - 16:15,16.862,16.772,17.294,16.623,16.867,16.471,16.711,17.273
06/29 - 16:30,16.862,16.772,17.296,16.617,16.872,16.459,16.711,17.272
06/29 - 16:45,16.857,16.768,17.299,16.607,16.875,16.444,16.711,17.271
06/29 - 17:00,16.843,16.757,17.300,16.589,16.877,16.420,16.709,17.269
06/29 - 17:15,16.830,16.746,17.301,16.575,16.879,16.398,16.706,17.267
06/29 - 17:30,16.819,16.738,17.301,16.565,16.879,16.381,16.704,17.265
06/29 - 17:45,16.812,16.731,17.299,16.557,16.879,16.369,16.702,17.262
06/29 - 18:00,16.803,16.723,17.297,16.548,16.878,16.357,16.700,17.260
06/29 - 18:15,16.795,16.715,17.294,16.539,16.875,16.346,16.697,17.257
06/29 - 18:30,16.787,16.706,17.291,16.529,16.872,16.335,16.693,17.254
06/29 - 18:45,16.779,16.698,17.287,16.518,16.867,16.324,16.689,17.251
06/29 - 19:00,16.771,16.689,17.284,16.507,16.863,16.312,16.685,17.248
06/29 - 19:15,16.763,16.679,17.280,16.494,16.858,16.300,16.681,17.245
06/29 - 19:30,16.754,16.670,17.277,16.481,16.852,16.287,16.676,17.242
06/29 - 19:45,16.745,16.660,17.273,16.467,16.846,16.274,16.671,17.239
06/29 - 20:00,16.735,16.649,17.269,16.452,16.840,16.260,16.666,17.236
06/29 - 20:15,16.725,16.637,17.265,16.436,16.833,16.245,16.660,17.233
06/29 - 20:30,16.714,16.625,17.262,16.419,16.826,16.228,16.653,17.229
06/29 - 20:45,16.703,16.613,17.258,16.401,16.818,16.212,16.646,17.226
06/29 - 21:00,16.692,16.601,17.254,16.384,16.811,16.195,16.640,17.223
06/29 - 21:15,16.682,16.589,17.250,16.367,16.803,16.180,16.634,17.219
06/29 - 21:30,16.672,16.578,17.246,16.350,16.795,16.165,16.627,17.216
06/29 - 21:45,16.662,16.566,17.242,16.332,16.787,16.151,16.621,17.212
06/29 - 22:00,16.652,16.555,17.238,16.315,16.779,16.136,16.615,17.208
06/29 - 22:15,16.641,16.542,17.234,16.296,16.770,16.119,16.608,17.204
06/29 - 22:30,16.629,16.529,17.230,16.276,16.761,16.101,16.601,17.201
06/29 - 22:45,16.618,16.516,17.225,16.257,16.752,16.083,16.593,17.197
06/29 - 23:00,16.606,16.503,17.221,16.237,16.743,16.065,16.585,17.193
06/29 - 23:15,16.595,16.490,17.217,16.219,16.734,16.048,16.578,17.189
06/29 - 23:30,16.584,16.477,17.212,16.200,16.725,16.032,16.570,17.185
06/29 - 23:45,16.573,16.465,17.208,16.181,16.715,16.016,16.563,17.180
06/30 - 0:00,16.563,16.452,17.203,16.164,16.705,16.001,16.556,17.176
06/30 - 0:15,16.553,16.441,17.199,16.146,16.696,15.986,16.550,17.172
06/30 - 0:30,16.543,16.429,17.194,16.129,16.686,15.971,16.543,17.167
06/30 - 0:45,16.533,16.417,17.190,16.111,16.676,15.956,16.537,17.163
06/30 - 1:00,16.522,16.404,17.185,16.093,16.666,15.940,16.530,17.158
06/30 - 1:15,16.511,16.391,17.181,16.074,16.656,15.924,16.522,17.154
06/30 - 1:30,16.500,16.378,17.176,16.055,16.645,15.907,16.514,17.149
06/30 - 1:45,16.489,16.365,17.171,16.036,16.635,15.891,16.507,17.145
06/30 - 2:00,16.478,16.352,17.166,16.018,16.624,15.875,16.499,17.140
06/30 - 2:15,16.468,16.339,17.162,15.999,16.614,15.858,16.492,17.135
06/30 - 2:30,16.457,16.326,17.157,15.980,16.603,15.841,16.484,17.130
06/30 - 2:45,16.446,16.313,17.152,15.961,16.592,15.824,16.476,17.125
06/30 - 3:00,16.433,16.298,17.147,15.941,16.581,15.805,16.467,17.120
06/30 - 3:15,16.421,16.284,17.142,15.921,16.569,15.787,16.459,17.115
06/30 - 3:30,16.409,16.270,17.136,15.901,16.558,15.770,16.450,17.110
06/30 - 3:45,16.396,16.256,17.131,15.881,16.546,15.752,16.441,17.105
06/30 - 4:00,16.384,16.241,17.125,15.860,16.534,15.734,16.432,17.100
